n,Yes,No,609794
12/27/2013,Credit reporting,,Incorrect information on credit report,Personal information,,,"TransUnion Intermediate Holdings, Inc.",CA,92614,,,Web,12/31/2013,Closed with explanation,Yes,Yes,647152
12/27/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Wells Fargo & Company,CA,94011,,,Web,12/26/2013,Closed with explanation,Yes,No,647064
12/27/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,NJ,08054,,,Web,01/02/2014,Closed with non-monetary relief,Yes,No,647154
01/14/2014,Bank account or service,Checking account,Problems caused by my funds being low,,,,JPMorgan Chase & Co.,NY,10031,,,Web,01/14/2014,Closed with monetary relief,Yes,No,668172
01/07/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,FL,32504,,,Referral,01/08/2014,Closed with explanation,Yes,No,658631
01/07/2014,Student loan,Non-federal student loan,Can't repay my loan,Can't decrease my monthly payments,,,"Navient Solutions, Inc.",IN,46962,,,Referral,01/08/2014,Closed with explanation,Yes,No,658101
12/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,"Ability Recovery Services, LLC",TX,75234,,,Web,12/10/2013,Closed with explanation,Yes,No,627655
12/03/2013,Debt collection,I do not know,Disclosure verification of debt,Right to dispute notice not received,,,"Account Discovery Systems, LLC",CA,94901,,,Web,12/03/2013,Closed with explanation,Yes,No,619533
12/03/2013,Credit card,,Credit determination,,,,TD Bank US Holding Company,ID,83706,Older American,,Postal mail,12/04/2013,Closed with explanation,Yes,No,619519
12/27/2013,Debt collection,Medical,False statements or representation,Indicated shouldn't respond to lawsuit,,,"Trojan Professional Services, Inc.",NJ,08054,,,Web,01/27/2014,Closed with explanation,Yes,Yes,647155
12/27/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,NJ,08054,,,Web,01/07/2014,Closed with non-monetary relief,Yes,Yes,647157
11/15/2013,Credit card,,Billing disputes,,,,Bank of America,MI,49503,,,Web,11/15/2013,Closed with monetary relief,Yes,No,599782
01/14/2014,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,CA,94002,,,Web,01/14/2014,Closed with explanation,Yes,No,668176
11/22/2013,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,"CL Holdings, LLC",TX,77802,,,Phone,11/25/2013,Closed with explanation,Yes,No,609332
11/22/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,EverBank,CA,95304,,,Web,11/22/2013,Closed with explanation,Yes,No,609333
11/22/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,"Expert Global Solutions, Inc.",OK,74960,,,Phone,11/25/2013,Closed with explanation,Yes,Yes,609335
01/07/2014,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,CA,90275,,,Web,01/07/2014,Closed with explanation,Yes,No,657092
01/07/2014,Bank account or service,Checking account,Problems caused by my funds being low,,,,U.S. Bancorp,CA,91977,,,Fax,01/08/2014,Closed with explanation,Yes,Yes,657292
12/27/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",NJ,08054,,,Web,01/07/2014,Closed with explanation,Yes,Yes,647158
12/27/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"Certified Credit Reporting, Inc.",CA,91357,,,Web,12/26/2013,Closed,Yes,No,647161
12/27/2013,Payday loan,Payday loan,Can't stop charges to bank account,Can't stop charges to bank account,,,"Check into Cash, Inc.",VA,24401,,,Web,12/26/2013,Closed with monetary relief,Yes,No,647162
12/10/2013,Bank account or service,Checking account,Using a debit or ATM card,,,,M&T Bank Corporation,DE,19945,,,Referral,12/13/2013,Closed with explanation,Yes,No,628168
12/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Altisource Portfolio Solutions, S.Ã  r.l.",CA,92103,,,Web,12/16/2013,Closed with non-monetary relief,Yes,Yes,628169
12/03/2013,Debt collection,Payday loan,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,,,ACE Cash Express Inc.,NV,89104,Servicemember,,Phone,12/05/2013,Closed with explanation,Yes,No,619537
12/18/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,MI,48840,,,Web,12/18/2013,Closed,Yes,No,652055
11/15/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Citibank,FL,32750,,,Web,11/15/2013,Closed with explanation,Yes,No,599789
01/14/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,WA,98584,,,Referral,01/17/2014,Closed with explanation,Yes,No,668162
11/22/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,,,"Hunter Warfield, Inc.",CA,95682,,,Web,12/03/2013,Closed with explanation,Yes,Yes,609338
12/27/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,Synchrony Financial,CO,80260,,,Web,12/26/2013,Closed with monetary relief,Yes,No,647165
11/15/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"Williams & Fudge, Inc",IN,46807,,,Web,11/15/2013,Closed with explanation,Yes,Yes,599790
01/07/2014,Bank account or service,Checking account,Problems caused by my funds being low,,,,U.S. Bancorp,OR,97304,,,Postal mail,01/07/2014,Closed with explanation,Yes,Yes,657295
12/10/2013,Debt collection,Payday loan,Improper contact or sharing of info,Contacted employer after asked not to,,,"Community Choice Financial, Inc.",KS,66102,,,Web,12/10/2013,Closed with explanation,Yes,No,628171
07/24/2014,Credit card,,Closing/Cancelling account,,,,Citibank,NY,11226,,,Web,07/24/2014,Closed with explanation,Yes,No,951688
12/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,"Convergent Resources, Inc.",NY,11229,,,Referral,12/11/2013,Closed with explanation,Yes,No,628172
12/03/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,"TransUnion Intermediate Holdings, Inc.",OH,44319,,,Postal mail,12/04/2013,Closed with non-monetary relief,Yes,No,619538
12/03/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Citibank,NJ,07205,,,Postal mail,12/04/2013,Closed with explanation,Yes,No,619539
12/03/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",MI,49829,Older American,,Web,12/27/2013,Closed with explanation,Yes,No,619542
12/18/2013,Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,,,"Navient Solutions, Inc.",NY,10314,,,Web,12/18/2013,Closed with explanation,Yes,No,649010
12/18/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,AZ,85383,Servicemember,,Web,12/18/2013,Closed with explanation,Yes,No,638341
12/27/2013,Credit card,,APR or interest rate,,,,Capital One,NY,11010,,,Web,12/26/2013,Closed with monetary relief,Yes,No,647166
12/27/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Flagstar Bank,FL,32233,,,Web,12/26/2013,Closed with explanation,Yes,No,647167
11/15/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,Citibank,MO,64118,,,Web,11/15/2013,Closed with monetary relief,Yes,No,599800
12/10/2013,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was paid,,,JPMorgan Chase & Co.,OR,97216,Older American,,Postal mail,12/11/2013,Closed with explanation,Yes,No,628179
01/07/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,HSBC North America Holdings Inc.,NJ,08012,,,Referral,01/08/2014,Closed with explanation,Yes,No,658116
01/07/2014,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Nationstar Mortgage,VA,23831,Servicemember,,Web,01/07/2014,Closed with explanation,Yes,No,657302
12/03/2013,Payday loan,Payday loan,Charged fees or interest I didn't expect,Charged fees or interest I didn't expect,,,"CashCall, Inc.",CA,95757,,,Web,12/05/2013,Closed with explanation,Yes,No,619181
12/18/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,,,"The CMI Group, Inc.",AZ,85086,,,Web,12/18/2013,Closed with non-monetary relief,Yes,No,638342
12/27/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,Receivables Performance Management LLC,MT,59901,,,Web,01/29/2014,Closed with explanation,Yes,No,646899
12/27/2013,Consumer Loan,Installment loan,Managing the loan or lease,,,,Regional Management Corp.,TX,78725,,,Web,01/02/2014,Closed with non-monetary relief,Yes,No,647170
12/10/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,WI,53704,,,Web,12/10/2013,Closed with explanation,Yes,Yes,628184
01/07/2014,Mortgage,Home equity loan or line of credit,Credit decision / Underwriting,,,,Wells Fargo & Company,CA,92037,,,Postal mail,01/09/2014,Closed with explanation,Yes,No,657305
01/07/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,,,"FAIR COLLECTIONS & OUTSOURCING, INC.",GA,30331,,,Web,01/10/2014,Closed,Yes,No,657306
12/18/2013,Credit reporting,,Credit monitoring or identity protection,Problem with fraud alerts,,,Equifax,CO,81007,,,Web,12/18/2013,Closed with explanation,Yes,No,640157
12/03/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,AZ,85048,,,Web,12/06/2013,Closed with non-monetary relief,Yes,Yes,619550
12/03/2013,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,,,"Community Health Investment Company, LLC.",TX,78642,,,Web,12/03/2013,Closed with explanation,Yes,No,619551
12/27/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,CA,90280,,,Web,12/26/2013,Closed with explanation,Yes,Yes,647171
12/27/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Afni, Inc.",GA,30222,,,Web,12/31/2013,Closed with explanation,Yes,No,647174
12/27/2013,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,CA,94605,,,Web,01/02/2014,Closed with explanation,Yes,No,647038
01/14/2014,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"SunTrust Banks, Inc.",MD,20850,,,Web,01/14/2014,Closed with non-monetary relief,Yes,No,667321
11/15/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Threatened arrest/jail if do not pay,,,"RFNA, LP",SC,29150,,,Web,12/02/2013,Closed with non-monetary relief,Yes,No,599806
11/15/2013,Money transfers,International money transfer,Other transaction issues,,,,The Western Union Company,NY,10037,,,Web,11/15/2013,Closed with explanation,Yes,No,599810
01/07/2014,Debt collection,Federal student loan,Improper contact or sharing of info,Talked to a third party about my debt,,,"Weltman, Weinberg & Reis",KY,40071,"Older American, Servicemember",,Web,01/07/2014,Closed with explanation,Yes,No,657307
01/07/2014,Debt collection,Medical,Communication tactics,Frequent or repeated calls,,,"I.C. System, Inc.",NY,13760,,,Phone,01/08/2014,Closed with explanation,Yes,No,657310
12/10/2013,Credit card,,Billing disputes,,,,Bank of America,CA,90004,,,Web,12/16/2013,Closed with explanation,Yes,No,628185
12/18/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,FL,34715,,,Web,12/24/2013,Closed with non-monetary relief,Yes,Yes,642572
12/27/2013,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,Encore Capital Group,CA,92620,,,Web,12/26/2013,Closed with explanation,Yes,No,647175
12/27/2013,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,Citibank,NY,11216,,,Web,12/26/2013,Closed with explanation,Yes,No,647178
11/15/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,IN,46062,,,Referral,11/21/2013,Closed with explanation,Yes,No,600151
12/10/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Capital One,NJ,08332,,,Web,12/10/2013,Closed with explanation,Yes,No,628160
01/07/2014,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,CO,81226,,,Postal mail,01/23/2014,Closed with non-monetary relief,Yes,No,657315
12/27/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,AZ,85050,,,Web,12/31/2013,Closed with explanation,Yes,No,647179
12/27/2013,Credit card,,Delinquent account,,,,HSBC North America Holdings Inc.,AZ,85208,,,Web,12/31/2013,Closed with explanation,Yes,No,646993
12/27/2013,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,Ocwen,PA,19147,,,Web,12/26/2013,Closed with explanation,Yes,No,648469
12/18/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,MO,63026,,,Web,12/18/2013,Closed with explanation,Yes,No,651990
12/18/2013,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,Ocwen,NY,11691,,,Web,12/18/2013,Closed,Yes,Yes,639618
12/03/2013,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was paid,,,JPMorgan Chase & Co.,CA,93403,,,Phone,12/04/2013,Closed with non-monetary relief,Yes,No,619560
11/22/2013,Consumer Loan,Vehicle loan,Taking out the loan or lease,,,,"United Consumer Finance, Inc.",MA,01801,,,Web,11/25/2013,Closed with explanation,Yes,No,609355
11/15/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",RI,02908,,,Web,12/02/2013,Closed with explanation,Yes,No,599816
12/10/2013,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,,,Wells Fargo & Company,FL,34714,,,Web,12/10/2013,Closed with explanation,Yes,No,628191
12/10/2013,Debt collection,Federal student loan,Communication tactics,Threatened to take legal action,,,"Navient Solutions, Inc.",AR,72946,Servicemember,,Web,12/10/2013,Closed with explanation,Yes,No,628192
12/27/2013,Credit reporting,,Incorrect information on credit report,Personal information,,,Experian,CA,90305,,,Web,12/26/2013,Closed with non-monetary relief,Yes,No,647180
12/27/2013,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,,,"Diversified Consultants, Inc.",WA,98926,,,Web,12/26/2013,Closed with explanation,Yes,No,647182
01/07/2014,Credit card,,Closing/Cancelling account,,,,Citibank,FL,32907,,,Postal mail,01/08/2014,Closed with non-monetary relief,Yes,No,657323
11/22/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,,,"Williams & Fudge, Inc",NY,11372,,,Web,11/22/2013,Closed with explanation,Yes,Yes,609357
11/22/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,IL,60123,,,Web,11/22/2013,Closed with explanation,Yes,No,609359
11/15/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,TD Bank US Holding Company,NY,10562,,,Referral,11/21/2013,Closed with explanation,Yes,No,600142
12/27/2013,Bank account or service,Other bank product/service,Using a debit or ATM card,,,,U.S. Bancorp,AR,72205,,,Web,12/26/2013,Closed with monetary relief,Yes,Yes,647186
12/27/2013,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,Synchrony Financial,MD,63010,Older American,,Web,12/31/2013,Closed with non-monetary relief,Yes,No,647187
12/27/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,CA,90305,,,Web,12/31/2013,Closed with non-monetary relief,Yes,No,647181
12/03/2013,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,,,Encore Capital Group,MD,21213,,,Web,12/03/2013,Closed with explanation,Yes,No,619563
01/14/2014,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,OK,73072,,,Web,01/16/2014,Closed with explanation,Yes,No,668196
01/14/2014,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,"Bayview Loan Servicing, LLC",NJ,07728,,,Referral,01/17/2014,Closed with explanation,Yes,No,668283
12/18/2013,Credit reporting,,Credit monitoring or identity protection,Problem with fraud alerts,,,Experian,CO,81007,,,Web,12/18/2013,Closed with non-monetary relief,Yes,No,646994
01/07/2014,Student loan,Non-federal student loan,Dealing with my lender or servicer,Keep getting calls about my loan,,,"Navient Solutions, Inc.",VA,23224,,,Web,01/07/2014,Closed with explanation,Yes,Yes,657325
01/07/2014,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,CO,81226,,,Postal mail,01/23/2014,Closed with non-monetary relief,Yes,No,657316
11/15/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NC,28227,,,Web,11/18/2013,Closed with explanation,Yes,No,597932
11/15/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,FL,34241,,,Referral,11/18/2013,Closed with explanation,Yes,Yes,600063
12/18/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,TX,75023,Servicemember,,Web,12/18/2013,Closed with explanation,Yes,No,638343
12/27/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,U.S. Bancorp,WI,53218,,,Web,12/26/2013,Closed with explanation,Yes,Yes,646853
12/27/2013,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,,,United Revenue Corporation,TX,77070,,,Web,02/04/2014,Closed with explanation,Yes,Yes,648498
12/27/2013,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,MidAmerica Mortgage Inc,CA,94066,,,Web,01/02/2014,Closed with explanation,Yes,No,647189
11/22/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,,,Fulton Friedman & Gullace LLP,IL,60416,Older American,,Web,11/26/2013,Closed with explanation,Yes,No,609367
11/15/2013,Consumer Loan,Vehicle loan,Taking out the loan or lease,,,,Fifth Third Financial Corporation,DC,20011,,,Web,11/18/2013,Closed with explanation,Yes,No,599827
12/03/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,OH,45069,,,Referral,12/09/2013,Closed with explanation,Yes,Yes,619662
12/27/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Ally Financial Inc.,FL,33322,,,Web,12/26/2013,Closed with explanation,Yes,No,647190
12/27/2013,Credit card,,Credit card protection / Debt protection,,,,Citibank,VA,22204,,,Web,12/26/2013,Closed with explanation,Yes,No,647191
12/27/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,Encore Capital Group,OK,74066,,,Web,12/26/2013,Closed with explanation,Yes,No,647192
12/27/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,Fulton Friedman & Gullace LLP,AZ,85032,,,Web,12/26/2013,Closed,Yes,Yes,647043
01/14/2014,Credit card,,APR or interest rate,,,,Amex,NJ,07716,,,Referral,01/15/2014,Closed with explanation,Yes,No,668337
01/14/2014,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,Capital One,MD,20748,Older American,,Phone,01/17/2014,Closed with explanation,Yes,Yes,667266
11/22/2013,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,"Southwest Credit Systems, L.P.",WA,98087,,,Web,11/27/2013,Closed with explanation,Yes,No,609371
12/27/2013,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,,,"Asset Recovery Solutions, LLC",CA,93309,,,Web,12/26/2013,Closed,No,No,647194
12/27/2013,Credit reporting,,Credit monitoring or identity protection,Problem with fraud alerts,,,Equifax,GA,30319,,,Web,12/26/2013,Closed with explanation,Yes,Yes,646880
01/07/2014,Bank account or service,Checking account,Deposits and withdrawals,,,,TD Bank US Holding Company,NJ,07522,,,Web,01/07/2014,Closed with monetary relief,Yes,No,657328
01/07/2014,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",CO,81226,,,Postal mail,01/23/2014,Closed with non-monetary relief,Yes,No,657317
12/03/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Citibank,GA,30071,,,Web,12/11/2013,Closed with explanation,Yes,Yes,620315
01/14/2014,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,TN,37122,,,Web,01/14/2014,Closed with explanation,Yes,No,668200
01/14/2014,Debt collection,Payday loan,Improper contact or sharing of info,Contacted me after I asked not to,,,Hatfield Portfolio Group LLC.,NC,28215,,,Web,01/14/2014,Closed with explanation,Yes,No,668202
11/15/2013,Consumer Loan,Installment loan,Shopping for a loan or lease,,,,Delbert Services,NE,68138,,,Web,11/18/2013,Closed with explanation,Yes,Yes,599833
11/15/2013,Money transfers,Domestic (US) money transfer,Other transaction issues,,,,"PayPal Holdings, Inc.",OH,44062,,,Web,11/18/2013,Closed with monetary relief,Yes,No,599837
12/18/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo & Company,CA,90804,,,Referral,12/24/2013,Closed with explanation,Yes,No,642297
12/18/2013,Credit reporting,,Credit monitoring or identity protection,Problem with fraud alerts,,,"TransUnion Intermediate Holdings, Inc.",CO,81007,,,Web,12/18/2013,Closed with explanation,Yes,No,638339
12/10/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",FL,33023,,,Web,12/10/2013,Closed with explanation,Yes,No,628209
11/22/2013,Credit card,,Late fee,,,,"PayPal Holdings, Inc.",TX,75165,Servicemember,,Web,11/22/2013,Closed with monetary relief,Yes,No,609373
11/22/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,Wells Fargo & Company,FL,33313,,,Web,11/25/2013,Closed with explanation,Yes,No,609374
12/27/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not disclosed as an attempt to collect,,,Encore Capital Group,IL,60004,,,Web,12/27/2013,Closed with explanation,Yes,Yes,647199
12/27/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,VA,23452,,,Web,01/03/2014,Closed with explanation,Yes,No,647197
12/27/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Commercial Trade, Inc.",CA,93301,,,Web,12/31/2013,Closed with non-monetary relief,Yes,Yes,647198
12/27/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,Encore Capital Group,AZ,85032,,,Web,12/27/2013,Closed with explanation,Yes,Yes,647044
12/03/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,U.S. Bancorp,CA,95051,,,Referral,12/04/2013,Closed with explanation,Yes,No,619728
12/03/2013,Debt collection,Auto,Cont'd attempts collect debt not owed,Debt is not mine,,,FINEX Group LLC,CA,94578,,,Phone,12/13/2013,Closed with explanation,No,No,619570
11/15/2013,Credit reporting,,Incorrect information on credit report,Public record,,,Equifax,MD,21229,,,Web,11/15/2013,Closed with non-monetary relief,Yes,Yes,598046
01/07/2014,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,PA,15214,,,Postal mail,01/22/2014,Closed with non-monetary relief,Yes,No,657332
01/07/2014,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,,,Columbia Recovery Group LLC,NY,10026,,,Postal mail,01/08/2014,Closed with explanation,No,No,657346
01/07/2014,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,PA,15214,,,Postal mail,01/22/2014,Closed with explanation,Yes,No,657333
12/10/2013,Mortgage,Other mortgage,Credit decision / Underwriting,,,,USAA Savings,FL,32877,,,Web,12/10/2013,Closed with explanation,Yes,No,628212
11/22/2013,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,Synchrony Financial,OR,97086,,,Web,11/22/2013,Closed with explanation,Yes,No,609819
12/27/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not disclosed as an attempt to collect,,,Citibank,IL,60004,,,Web,12/31/2013,Closed with explanation,Yes,No,647200
12/27/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,MI,48098,,,Web,12/27/2013,Closed with explanation,Yes,No,647201
12/27/2013,Debt collection,Medical,Communication tactics,Called outside of 8am-9pm,,,The Receivable Management Services Corporation,CA,94805,,,Web,12/27/2013,Closed with non-monetary relief,Yes,Yes,647202
11/15/2013,Bank account or service,Checking account,Using a debit or ATM card,,,,JPMorgan Chase & Co.,LA,70808,,,Phone,11/18/2013,Closed with monetary relief,Yes,No,599845
12/03/2013,Consumer Loan,Personal line of credit,Managing the line of credit,,,,BB&T Financial,FL,33328,,,Referral,12/04/2013,Closed with explanation,Yes,No,619690
01/14/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,,,"EOS Holdings, Inc.",TX,75210,"Older American, Servicemember",,Phone,01/21/2014,Closed with non-monetary relief,Yes,No,668205
12/27/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"Dynamic Recovery Solutions, LLC",CA,92705,,,Web,12/31/2013,Closed with explanation,Yes,No,647205
12/27/2013,Payday loan,Payday loan,Charged fees or interest I didn't expect,Charged fees or interest I didn't expect,,,"CashCall, Inc.",SC,29229,Servicemember,,Web,01/02/2014,Closed with explanation,Yes,No,647206
12/27/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,Capital One,MD,20813,,,Web,12/27/2013,Closed with explanation,Yes,No,647035
12/18/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,"Eagle Accounts Group, Inc.",IN,46032,,,Web,12/18/2013,Closed with explanation,Yes,Yes,640162
12/10/2013,Bank account or service,Other bank product/service,Using a debit or ATM card,,,,PNC Bank N.A.,PA,15217,,,Web,12/10/2013,Closed with monetary relief,Yes,No,628218
01/07/2014,Credit card,,Unsolicited issuance of credit card,,,,Synchrony Financial,FL,34946,,,Postal mail,01/08/2014,Closed with non-monetary relief,Yes,No,657351
12/03/2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,Wells Fargo & Company,CA,94565,,,Referral,12/04/2013,Closed with non-monetary relief,Yes,No,619622
12/03/2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,Bank of America,CA,94565,,,Referral,12/04/2013,Closed with explanation,Yes,No,619623
11/15/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Contacted me after I asked not to,,,World Acceptance Corporation,SC,29150,,,Web,11/18/2013,Closed with explanation,Yes,Yes,599807
01/14/2014,Credit reporting,,Incorrect information on credit report,Public record,,,"TransUnion Intermediate Holdings, Inc.",OK,73401,,,Web,01/14/2014,Closed with explanation,Yes,No,668241
12/27/2013,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,JPMorgan Chase & Co.,MD,20744,,,Web,12/27/2013,Closed with explanation,Yes,No,647207
12/27/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,90068,,,Web,12/27/2013,Closed with explanation,Yes,Yes,646926
12/27/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,GA,30263,,,Web,12/27/2013,Closed with explanation,Yes,No,647208
12/27/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Citibank,CA,93657,,,Web,01/07/2014,Closed with explanation,Yes,No,647209
